#-r-Gv-G6v-r-Gv1-Gv2
0.030000 0.000000 0.0000000000 0.000000 0.0000000000 0.0000000000
0.060000 0.000000 0.0000000000 0.120000 0.0000000000 0.0000000000
0.090000 0.000000 0.0000000000 0.240000 0.0000000000 0.0000000000
0.120000 0.000000 0.0000000000 0.360000 0.0000000000 0.0000000000
0.150000 0.000000 0.0000000000 0.480000 0.0000000000 0.0000000000
0.180000 0.000000 0.0000000000 0.600000 0.0000000000 0.0000000000
0.210000 0.000000 0.0000000000 0.720000 0.0000000000 0.0000000000
0.240000 0.000000 0.0000000000 0.840000 0.0000000000 0.0000000000
0.270000 0.000000 0.0000000000 0.960000 0.0000000000 0.0000000000
0.300000 0.000000 0.0000000000 1.080000 0.0000000000 0.0000000000
0.330000 0.000000 0.0000000000 1.200000 0.0000000000 0.0000000000
0.360000 0.000000 0.0000000000 1.320000 0.0000000000 0.0000000000
0.390000 0.000000 0.0000000000 1.440000 0.0000000000 0.0000000000
0.420000 0.000000 0.0000000000 1.560000 0.0000000000 0.0000000000
0.450000 0.000000 0.0000000000 1.680000 0.0000325353 0.0000000000
0.480000 0.000000 0.0000000000 1.800000 0.0002580926 0.0000244909
0.510000 0.000000 0.0000000000 1.920000 0.0011283380 0.0005387487
0.540000 0.000000 0.0000000000 2.040000 0.0000000000 0.0000000000
0.570000 0.000000 0.0000000000 2.160000 0.0027136920 0.0019414078
0.600000 0.000000 0.0000000000 2.280000 0.0055867513 0.0036691701
0.630000 0.000000 0.0000000000 2.400000 0.0000000000 0.0000000000
0.660000 0.000000 0.0000000000 2.520000 0.0097057068 0.0074815035
0.690000 0.000000 0.0000000000 2.640000 0.0129753181 0.0123302444
0.720000 0.000000 0.0000000000 2.760000 0.0173722381 0.0000000000
0.750000 0.000000 0.0000000000 2.880000 0.0000000000 0.0163000314
0.780000 0.000000 0.0000000000 3.000000 0.0194222497 0.0193667849
0.810000 0.000000 0.0000000000 3.120000 0.0187397836 0.0219893555
0.840000 0.000000 0.0000000000 3.240000 0.0000000000 0.0000000000
0.870000 0.000000 0.0000000000 3.360000 0.0187836148 0.0209921328
0.900000 0.000000 0.0000000000 3.480000 0.0227780511 0.0189969131
0.930000 0.000000 0.0000000000 3.600000 0.0302064161 0.0000000000
0.960000 0.000000 0.0000000000 3.720000 0.0000000000 0.0221773663
0.990000 0.000000 0.0000000000 3.840000 0.0373397203 0.0326166165
1.020000 0.000000 0.0000000000 3.960000 0.0553524212 0.0475962775
1.050000 0.000000 0.0000000000 4.080000 0.0000000000 0.0000000000
1.080000 0.000000 0.0000000000 4.200000 0.1070187983 0.0886049592
1.110000 0.000000 0.0000000000 4.320000 0.2077493417 0.2044851473
1.140000 0.000000 0.0000000000 4.440000 0.4151310635 0.0000000000
1.170000 0.000000 0.0000000000 4.560000 0.0000000000 0.4294468883
1.200000 0.000000 0.0000000000 4.680000 0.8184740828 0.8199371881
1.230000 0.000000 0.0000000000 4.800000 1.4570203257 0.0000000000
1.260000 0.000000 0.0000000000 4.920000 0.0000000000 1.4376271322
1.290000 0.000000 0.0000000000 5.040000 2.2998662640 2.2947689318
1.320000 0.000000 0.0000000000 5.160000 3.3055334294 3.3722690238
1.350000 0.000000 0.0000000000 5.280000 4.4251777299 0.0000000000
1.380000 0.000000 0.0000000000 5.400000 0.0000000000 4.5320611957
1.410000 0.000000 0.0000000000 5.520000 5.4813967536 5.6307764385
1.440000 0.000000 0.0000000000 5.640000 6.2624287677 0.0000000000
1.470000 0.000000 0.0000000000 5.760000 0.0000000000 6.5495242400
1.500000 0.000000 0.0000000000 5.880000 6.7217668007 7.0433461481
1.530000 0.000000 0.0000000000 6.000000 6.8019161927 7.0540009640
1.560000 0.000000 0.0000000000 6.120000 6.4630426492 0.0000000000
1.590000 0.000000 0.0000000000 6.240000 0.0000000000 6.7543989367
1.620000 0.000000 0.0000000000 6.360000 5.8169338217 6.2085673138
1.650000 0.000000 0.0000000000 6.480000 4.9904829297 0.0000000000
1.680000 0.000000 0.0000000000 6.600000 0.0000000000 5.3674772003
