##-bif-t-Lx-Ly-Lz-chi1-K2-twist-chia-Hx-Hz-Tem-zeta
# PPD 110000.001860 67.561795 67.561795 2.000000 2.000000 30.000000 0.150000 1.000000 0.000000 0.000000 0.050000 0.046850
##-plabel-pindex-rx-ry-rz-vx-vy-vz-nx-ny-nz-dnx-dny-dnz-phix-phiy-phiz
1 259 1.694632 1.995361 0.985579 -0.090810 -0.232880 -0.361456 0.111660 -0.007014 0.993722 -0.254282 -0.294462 0.026494 -1.032772 0.109990 -2.791290
1 132 2.343811 0.922826 1.010739 0.252120 0.256829 -0.194972 0.066229 0.150261 -0.986425 1.527166 -0.566144 0.016294 2.253865 -2.722849 4.992121
1 130 1.154795 0.969730 0.996794 -0.100643 0.193804 0.101811 -0.927286 -0.373639 -0.023142 0.190950 -0.526199 0.844480 -1.868938 -1.170904 -1.679244
1 193 0.522246 1.939500 1.006208 0.113318 -0.035900 -0.237039 0.112139 0.108539 0.987747 1.569732 0.296812 -0.210827 0.837995 8.891552 -6.250359
1 194 2.836380 1.985505 1.015168 0.004843 -0.060601 -0.108176 0.050992 0.001552 0.998698 -0.306614 -0.710333 0.016759 29.061546 -25.679653 -5.085490
1 260 1.097310 2.942856 0.979369 -0.035462 -0.046073 0.070521 -0.039120 0.011905 0.999164 0.139794 0.599228 -0.001667 -171.812754 52.464145 -148.300436
1 324 2.229712 2.967823 0.997182 -0.013020 -0.057987 -0.019762 -0.089792 0.039746 0.995167 0.180987 0.230056 0.007142 134.586404 111.420309 63.963883
1 68 2.871401 67.489007 0.984646 0.103714 0.303599 -0.080392 0.049767 0.033662 -0.998193 0.309432 0.290754 0.025232 123.971010 -142.534524 5.223946
1 195 3.468914 0.937279 0.978998 -0.255174 -0.125438 -0.554373 -0.045573 -0.091378 0.994773 -0.356463 -0.500400 -0.062296 -162.334492 51.868654 -7.708737
1 196 3.970652 1.954832 1.001936 -0.060496 -0.412671 -0.102806 0.022229 -0.080399 -0.996515 0.455886 -0.307080 0.034944 -253.440250 -146.117448 120.305485
1 197 5.163402 1.920219 0.998869 0.301369 -0.177628 0.066892 -0.029843 -0.018850 0.999377 -0.161299 -0.331801 -0.011075 16.647762 82.126887 21.180407
1 134 4.587833 0.980168 0.995543 -0.129773 0.004935 0.434779 -0.036205 0.029956 -0.998895 0.122499 -0.134994 -0.008488 -64.361710 -55.723701 -87.304072
1 3974 5.723291 0.922472 1.031732 -0.218907 -0.148967 0.058861 0.016586 -0.026822 -0.999503 0.696624 -0.301451 0.019649 92.432695 -26.993749 -14.185890
1 261 3.442546 2.944003 1.013366 0.262378 -0.114153 -0.105809 0.042797 0.026945 -0.998720 0.677500 -0.801064 0.007420 21.416384 -86.337229 91.959431
1 262 4.633761 2.932376 1.000495 -0.207796 0.257440 -0.143893 -0.040971 -0.098011 0.994342 0.384282 -0.463368 -0.029839 84.049945 -13.491733 22.399811
1 327 5.764208 2.933652 1.028550 0.373785 0.089959 -0.014510 0.016276 0.077427 -0.996865 0.373800 -0.247986 -0.013158 295.996840 -42.613946 20.107610
1 133 3.990242 67.511410 0.999140 -0.186718 -0.058571 0.145811 0.031066 -0.004697 -0.999506 0.648191 -0.063395 0.020445 362.762492 12.394006 -115.470848
1 3973 5.120265 67.511471 0.963575 -0.137522 0.321113 0.163614 0.012100 -0.043423 -0.998984 -0.009262 -0.464274 0.020068 451.707800 38.594257 61.288817
1 263 6.299833 1.943709 0.996119 0.017162 -0.111051 -0.271975 -0.046823 0.012540 0.998824 -0.263348 0.701243 -0.021149 246.848839 -93.485518 -203.434859
1 198 6.840074 0.989594 1.030142 0.052746 -0.176471 0.272988 0.016608 0.032868 0.999322 -1.038429 0.178421 0.011390 -35.133011 -130.095014 263.291879
