##-bif-t-Lx-Ly-Lz-chi1-K2-twist-chia-Hx-Hz-Tem-zeta
# PPD 0.002000 67.561795 67.561795 2.000000 2.000000 40.000000 0.300000 1.000000 0.000000 0.000000 0.200000 0.002290
##-plabel-pindex-rx-ry-rz-vx-vy-vz-nx-ny-nz-dnx-dny-dnz-phix-phiy-phiz
1 65 2.303834 0.607309 1.003993 0.112437 -0.282464 -0.376879 -0.080616 -0.257976 -0.962782 -1.690423 -0.431789 0.257239 -0.876962 0.172579 -2.872304
1 129 1.163098 0.530650 1.015884 0.172912 -0.150620 -0.440760 -0.103745 0.094580 -0.990097 0.312622 0.808406 0.044467 0.481203 -0.055107 -3.261888
1 194 1.604535 1.558552 1.023296 0.134559 0.509979 0.221668 0.048084 0.312342 0.948752 1.469103 0.652151 -0.289154 5.029868 7.196959 4.242906
1 319 0.464050 1.601831 1.045451 0.008570 0.142370 0.140162 0.079726 0.086316 0.993073 -0.170330 1.229338 -0.093177 10.774679 2.398466 2.066383
1 257 0.992089 2.517775 0.997577 0.338391 -0.186716 0.988174 -0.220926 0.161172 0.961881 1.151098 -1.294167 0.481236 0.995292 14.088880 -1.091323
1 131 2.682543 1.639856 0.994552 -0.076761 0.234367 -0.288253 0.015887 -0.647091 -0.762247 0.729916 -0.593476 0.519030 16.864843 -42.642652 75.422783
1 193 2.126390 2.610102 0.993843 0.429700 0.955561 -0.309741 -0.205804 0.337304 0.918624 -1.261465 1.476171 -0.824639 -102.052261 28.518511 83.210504
1 256 0.086582 0.638054 1.010481 -0.238309 0.853445 0.380082 -0.334143 0.357416 -0.872125 -0.681786 2.120340 1.130179 133.439173 -210.276205 111.121941
1 195 3.186604 2.752802 0.978359 -0.214603 0.278382 -0.429326 0.163171 0.984852 0.058669 1.666028 -0.233205 -0.718876 47.316015 -123.911142 72.725860
1 130 3.411231 0.777587 0.996797 0.275204 0.580820 -0.947154 -0.022463 0.979165 0.201819 -1.672271 0.009917 -0.234243 -206.889452 117.820490 18.823345
1 68 4.566726 0.904225 0.962806 0.446830 0.504874 0.326587 0.077285 -0.415207 0.906438 -0.203834 -1.798060 -0.806248 301.318460 144.761482 -77.103396
